name,dft_gibbs_free_energy_ev,dft_electronic_energy_ev,dft_entropy_ev,dft_enthalpy_ev,dft_dipole_moment_d,dft_homo_ev,dft_lumo_ev,dft_gap_ev,hf_gibbs_free_energy_ev,hf_electronic_energy_ev,hf_entropy_ev,hf_enthalpy_ev,hf_dipole_moment_d,hf_homo_ev,hf_lumo_ev,hf_gap_ev,mass_au
dimer_007968,-18928.3342026871,-18935.473640834,1.760518531262,-18926.5736841558,6.39014,-6.3838,-1.376,5.0078,-18686.7500247537,-18695.2622143559,1.709279192948,-18685.0407455607,4.13711,-9.9462,4.2553,14.2015,220.31
dimer_007973,-20947.8310782304,-20955.0341148614,1.708977690636,-20946.1221002677,4.56348,-6.8422,-0.4568,6.3854,-20685.8787015378,-20694.3128338786,1.712202241536,-20684.1664992963,4.34846,-9.9186,5.912,15.8306,228.29
dimer_007974,-18991.6290421016,-19000.0295917651,1.782013904578,-18989.8470284691,3.40615,-6.4581,0.116,6.5741,-18747.902557994,-18757.8736038125,1.75582238785,-18746.1467356061,3.48991,-9.5226,6.6026,16.1252,224.34
dimer_007975,-17035.6078074941,-17045.2896304169,1.803132400004,-17033.8046750941,0.42137,-6.2213,0.3721,6.5934,-16810.0892110045,-16821.6877984126,1.741206872796,-16808.3480041317,0.41995,-9.1395,7.1068,16.2463,220.40
dimer_007976,-18991.8023876993,-19000.2544752103,1.759311705672,-18990.0430757215,3.81806,-6.3154,-0.1416,6.1738,-18748.0556408948,-18758.1248295255,1.691162387056,-18746.3644785078,4.5154,-9.2158,6.4299,15.6457,224.34
dimer_007977,-19866.6159351699,-19874.3721697668,1.799920910576,-19864.8160139872,2.51065,-6.4412,0.2122,6.6534,-19614.1867952658,-19623.3432362601,1.77509078019,-19612.4117042135,2.49637,-9.5123,6.5039,16.0162,226.32
dimer_007978,-20740.801616593,-20748.0367120629,1.734857092606,-20739.0667595004,2.15066,-6.0577,0.5181,6.5758,-20479.1542328908,-20487.5787269538,1.74800727377,-20477.4062256171,2.22237,-8.6201,7.3834,16.0035,228.30
dimer_007979,-20948.6472621322,-20955.7573819004,1.751777685354,-20946.8954844468,3.36498,-6.5093,-1.2211,5.2882,-20687.5673708164,-20695.9881080734,1.717805068796,-20685.8495657476,3.39807,-10.1109,5.2728,15.3837,228.29
dimer_007980,-19866.5635211155,-19874.4404235772,1.72860690614,-19864.8349139372,4.15606,-6.8593,0.3962,7.2555,-19613.9768165929,-19623.2853899938,1.68668366273,-19612.2901329302,4.12055,-9.8807,7.1427,17.0234,226.32
dimer_007981,-18993.1499966374,-19001.5689507314,1.765922171074,-18991.3840744663,0.14906,-6.5804,-0.684,5.8964,-18749.5659701953,-18759.625308027,1.72340544703,-18747.8425647483,5.28722,-9.797,5.5509,15.3479,224.34
dimer_007982,-19868.5789375382,-19876.4882466004,1.70999839025,-19866.8689394201,0.13967,-6.6677,0.4576,7.1253,-19615.3364801812,-19624.6330862805,1.730521500244,-19613.605958953,7.07395,-9.4945,6.6771,16.1716,226.32
dimer_007983,-20950.4260046822,-20957.6494626526,1.70670717142,-20948.7192975108,0.63186,-7.322,0.039,7.361,-20689.0907836301,-20697.6049430656,1.68669726843,-20687.4040863617,2.49558,-10.7329,6.1454,16.8783,228.29
dimer_007986,-20948.8881834322,-20956.0502802398,1.727512463632,-20947.1606712407,5.56858,-6.6667,-1.3286,5.3381,-20687.2378570892,-20695.7417455818,1.68463192317,-20685.5532251661,4.79424,-9.7701,5.0853,14.8554,228.29
dimer_007989,-20948.8569044722,-20955.9682090247,1.7791765719,-20947.0777279003,4.15219,-6.615,-0.9614,5.6536,-20687.2983417728,-20695.7898164247,1.694163260248,-20685.6041785126,3.80008,-10.1555,5.5366,15.6921,228.29
dimer_007990,-19867.6602575445,-19875.4901879597,1.785137773298,-19865.8751197712,6.30549,-6.3223,0.3694,6.6917,-19615.307318268,-19624.5552227642,1.776611353222,-19613.5307069148,6.26901,-9.1733,6.6658,15.8391,226.32
dimer_007991,-20742.0943472123,-20749.3474253358,1.745204227456,-20740.3491429848,8.33042,-6.1323,0.204,6.3363,-20481.1830199071,-20489.7460336017,1.709698792736,-20479.4733211143,0.29402,-9.3138,7.7158,17.0296,228.30
dimer_007993,-19865.3261447425,-19873.0939139797,1.787395231042,-19863.5387492393,2.94208,-5.6791,-1.073,4.6061,-19613.2161684374,-19622.5195520801,1.6838142206,-19611.5323542168,2.08612,-8.9255,5.5439,14.4694,226.32
dimer_007999,-20947.7923245709,-20954.9738758968,1.733754758792,-20946.05856954,3.27061,-6.7767,-0.6954,6.0813,-20685.8301305494,-20694.2846235481,1.702342734974,-20684.1277878144,3.68726,-9.8347,5.7252,15.5599,228.29
dimer_008000,-17035.7095310544,-17045.3884252142,1.806002114248,-17033.9035289401,0.6565,-6.2263,0.4382,6.6645,-16810.1832653038,-16821.7329745067,1.78658895726,-16808.3966763465,0.36177,-9.0498,6.9885,16.0383,220.40
dimer_008001,-18991.7058775712,-19000.1022540945,1.792843769664,-18989.9130335294,3.07145,-6.6273,0.0955,6.7228,-18747.9688819719,-18757.9387854558,1.766668579776,-18746.2022133921,3.02083,-9.5191,6.4042,15.9233,224.34
dimer_008002,-18991.7085206144,-19000.1133394746,1.789898679842,-18989.9186219346,3.01493,-6.6155,-0.0721,6.5434,-18747.9536468532,-18757.9564704168,1.737081352442,-18746.2165655008,3.87595,-9.5536,6.5562,16.1098,224.34
dimer_008003,-18991.6370400762,-18999.9700162144,1.815236302838,-18989.8218037734,2.07907,-6.186,0.2222,6.4082,-18748.302090735,-18758.2320922383,1.752355383376,-18746.5497353517,2.1414,-9.2042,6.5175,15.7217,224.34
dimer_008004,-17100.5629483026,-17111.5698681723,1.818376498398,-17098.7445720764,0.47313,-8.0923,0.6459,8.7382,-16873.1642165933,-16886.3199856183,1.777758585846,-16871.3864582796,0.1361,-11.6756,13.7167,25.3923,224.43
dimer_008005,-19056.6709717656,-19066.3716976317,1.794218489592,-19054.876753276,2.1995,-6.5437,0.7346,7.2783,-18811.4930484531,-18823.011345088,1.761463855298,-18809.7315845978,3.75887,-9.797,11.9068,21.7038,228.38
dimer_008006,-19056.70310598,-19066.3690023425,1.850364587554,-19054.8527413924,3.13669,-7.1544,0.3431,7.4975,-18811.0717406055,-18822.6185526108,1.775813514974,-18809.2959270906,3.19919,-10.6165,13.2184,23.8349,228.38
dimer_008007,-21012.6376959524,-21021.0284500562,1.795484908148,-21010.8422113164,5.29382,-6.3068,0.3411,6.6479,-20749.3748228617,-20759.3561809845,1.705976273216,-20747.6688463164,5.96267,-9.83,11.3689,21.1989,232.32
dimer_008008,-21012.977181025,-21021.481655379,1.746160708166,-21011.2310203168,2.56867,-6.9116,0.3014,7.213,-20748.9595706391,-20758.931822739,1.756588932988,-20747.2029817061,2.35904,-10.2917,12.1974,22.4891,232.32
dimer_008009,-19056.5475873867,-19066.2466288672,1.821272335586,-19054.7263150511,3.03878,-7.192,0.3985,7.5905,-18811.0061039876,-18822.5768160375,1.75471488387,-18809.2513891037,2.94179,-10.8031,12.9886,23.7917,228.38
dimer_008010,-21012.7871104844,-21021.2728236666,1.749576827322,-21011.0375339292,5.44522,-6.8791,0.0889,6.968,-20749.0070958935,-20759.0428123252,1.69831653623,-20747.3087790851,5.68177,-10.3191,12.2612,22.5803,232.32
dimer_008011,-21012.853082891,-21021.2111563756,1.805375435706,-21011.0477077275,1.66511,-6.8034,0.8198,7.6232,-20749.9161188334,-20759.7885276807,1.76414635511,-20748.1519724783,2.13654,-10.181,11.3714,21.5524,232.32
dimer_008012,-22969.0029716372,-22976.2874065453,1.672489652262,-22967.3304819849,5.86569,-6.9029,-0.129,6.7739,-22687.1307230484,-22695.669480501,1.626361975438,-22685.5043610729,6.36367,-10.3187,11.1009,21.4196,236.26
dimer_010856,-18991.1446688412,-18999.6141934173,1.742386214872,-18989.4022826264,1.90119,-6.5967,0.0923,6.689,-18747.7771937136,-18757.850229492,1.678289762172,-18746.0989036793,2.76051,-9.6642,6.6465,16.3107,224.34
dimer_010857,-20947.2063730591,-20954.4506333285,1.68545234688,-20945.5209204401,4.20452,-6.7289,-0.3587,6.3702,-20685.5378488203,-20694.0709808602,1.595468873018,-20683.9423799473,5.07531,-9.9393,6.1981,16.1374,228.29
dimer_010858,-20947.7400661656,-20955.1519146447,1.586049919022,-20946.1540162466,4.51678,-6.7463,-0.4977,6.2486,-20685.3360058117,-20693.8739216158,1.660752014872,-20683.6752535248,4.85917,-10.3116,6.194,16.5056,228.29
dimer_011118,-18922.7824321769,-18929.8963441258,1.779043780268,-18921.0033881245,4.1102,-6.9328,0.2168,7.1496,-18681.7629531076,-18690.2636477981,1.715013723384,-18680.0479393842,4.3738,-10.3554,8.2059,18.5613,220.31
dimer_010859,-17100.9287770037,-17112.0078078997,1.785190835528,-17099.143585896,0.40686,-7.8463,0.6447,8.491,-16873.4634347804,-16886.7442075347,1.712432994208,-16871.7510017862,0.15942,-11.2162,14.4761,25.6923,224.43
dimer_011119,-19799.6948098958,-19806.2500124819,1.766582863866,-19797.928227304,10.01004,-7.5388,-0.1801,7.3587,-19549.8630680549,-19557.6212311238,1.714726371,-19548.1483414118,3.49435,-11.2588,7.4157,18.6745,222.29
dimer_010860,-19056.618686149,-19066.4059031779,1.757214795188,-19054.8614710817,2.59588,-6.4932,0.6961,7.1893,-18811.3727430441,-18822.9661624631,1.74370106972,-18809.6290419744,2.81377,-10.059,12.8351,22.8941,228.38
dimer_010861,-19057.0296512155,-19066.8441161077,1.752366812164,-19055.2772844034,2.55076,-7.173,0.3878,7.5608,-18811.2751248678,-18822.9595822024,1.694352379478,-18809.5807724883,2.93138,-10.5694,13.4697,24.0391,228.38
dimer_010862,-21012.9408042812,-21021.5416167873,1.658900551216,-21011.28190373,1.32493,-6.8051,0.793,7.5981,-20749.2017730519,-20759.2252201355,1.708644078872,-20747.493128973,4.86602,-9.8517,11.9908,21.8425,232.32
dimer_010863,-21012.0428607349,-21020.5276217902,1.732323711266,-21010.3105370236,0.25479,-6.4421,0.8066,7.2487,-20749.1184120165,-20759.1259529483,1.685183770362,-20747.4332282461,0.3403,-9.5053,11.625,21.1303,232.32
dimer_010864,-21012.5508504972,-21021.0514178384,1.720774920992,-21010.8300758483,1.34457,-7.051,0.8948,7.9458,-20749.6103075962,-20759.6086499864,1.70183633082,-20747.9084715375,3.52535,-10.2871,12.366,22.6531,232.32
dimer_011120,-20672.9695995,-20678.9441151639,1.720399675786,-20671.2491998242,11.01917,-6.5843,-0.4974,6.0869,-20413.9260719427,-20420.9629427038,1.67414873132,-20412.2519229392,12.675,-9.4611,6.6454,16.1065,224.26
dimer_011121,-20878.4665901928,-20884.2846375856,1.761148475172,-20876.7054417176,2.63986,-7.0776,-0.2242,6.8534,-20619.5927404086,-20626.4809044063,1.700178068104,-20617.8925623405,2.22727,-10.6831,7.1821,17.8652,224.26
dimer_010865,-22968.6067573263,-22975.8201397316,1.703371870122,-22966.9033854562,4.17789,-6.925,0.6865,7.6115,-22687.4455812597,-22695.8336841568,1.707181738236,-22685.7383995215,4.32262,-10.0707,11.7794,21.8501,236.26
dimer_010866,-21013.0950586329,-21021.6728244437,1.700793589972,-21011.3942650429,4.56943,-7.0142,0.1945,7.2087,-20749.1085133255,-20759.2294256574,1.66770099009,-20747.4408126075,4.89621,-10.3493,12.1133,22.4626,232.32
dimer_011117,-19799.2493843123,-19805.7695758948,1.76238033525,-19797.487003977,7.03982,-7.3816,0.1202,7.5018,-19550.0806846957,-19557.7814619152,1.734604842928,-19548.3460798528,5.43262,-10.7219,7.4951,18.217,222.29
dimer_009474,-18923.099502403,-18930.1892557989,1.758185425826,-18921.341316705,2.3089,-6.736,0.3534,7.0894,-18682.2276895332,-18690.7081258807,1.682042214232,-18680.5456470469,4.68412,-9.9221,7.7165,17.6386,220.31
dimer_009481,-16967.0315937137,-16975.3864064562,1.786517391278,-16965.2450760503,1.48816,-6.9216,0.68,7.6016,-16744.3333298521,-16754.3705216859,1.712844430576,-16742.6204856936,1.36769,-10.2066,8.3228,18.5294,216.37
dimer_009482,-17844.0145956281,-17851.7922153921,1.787927486026,-17842.226668142,8.53326,-8.001,0.1289,8.1299,-17612.5052984059,-17621.833080062,1.700812637952,-17610.804485768,6.6935,-11.5341,7.384,18.9181,218.34
dimer_009483,-18717.4966359623,-18724.6955204058,1.756872203662,-18715.7397637587,9.82486,-6.5892,-0.2915,6.2977,-18476.5685022974,-18485.1672657851,1.67617870176,-18474.8923235957,8.65053,-9.6084,7.3635,16.9719,220.32
dimer_009484,-18923.0728085638,-18930.1339355669,1.766632932842,-18921.3061753588,2.24407,-7.1484,0.0457,7.1941,-18682.1754733056,-18690.6066894007,1.717670100252,-18680.4578032054,2.58314,-10.4095,7.6337,18.0432,220.31
dimer_009486,-18717.2906075684,-18724.4730995924,1.757173161746,-18715.5334344066,6.00944,-6.8502,0.0756,6.9258,-18476.5374598044,-18485.0779612357,1.69830701224,-18474.8391527922,4.81778,-10.0865,7.5301,17.6166,220.32
dimer_009487,-18922.6999024497,-18929.706249095,1.81200032315,-18920.8879021266,4.27209,-6.7797,0.1496,6.9293,-18682.211264188,-18690.6311619733,1.709617158536,-18680.5016470294,4.51212,-10.2767,7.4318,17.7085,220.31
dimer_009491,-18922.8229434208,-18929.8719994468,1.776942788074,-18921.0460006327,2.6441,-6.8406,0.5599,7.4005,-18682.2428427455,-18690.6679142344,1.706370566402,-18680.5364721791,3.1505,-10.5265,7.911,18.4375,220.31
dimer_009496,-18717.0446880784,-18724.1477048548,1.797504266142,-18715.2471835401,1.41252,-6.4149,0.2999,6.7148,-18476.6665901426,-18485.1187290831,1.749570024472,-18474.9170203902,1.26266,-9.3612,7.5547,16.9159,220.32
dimer_009502,-20947.0335727778,-20954.1117186068,1.766854705752,-20945.2667180721,3.01361,-6.8533,-1.0217,5.8316,-20684.9645048944,-20693.3448582569,1.731082871426,-20683.233422023,1.93294,-9.9983,5.2585,15.2568,228.29
dimer_009505,-18990.898276145,-18999.2313948709,1.802917429944,-18989.095358715,0.85524,-6.6964,-0.9177,5.7787,-18746.8922667405,-18756.8091202395,1.782016897832,-18745.1102498426,4.00853,-10.4129,5.4664,15.8793,224.34
dimer_009506,-20947.0065760758,-20954.050903849,1.782194860388,-20945.2243812154,4.8851,-6.733,-1.7908,4.9422,-20684.9719853082,-20693.3310269744,1.744027878634,-20683.2279574296,6.62084,-10.0493,4.6061,14.6554,228.29
dimer_009507,-20946.6014486709,-20953.6539915657,1.767973366406,-20944.8334750323,4.03627,-6.5161,-1.1657,5.3504,-20684.9194599592,-20693.2344237832,1.762352579622,-20683.1571073795,5.1169,-9.7112,5.1484,14.8596,228.29
dimer_009508,-20946.5816782282,-20953.6304607797,1.77575473835,-20944.8059234898,3.87593,-6.7626,-1.0904,5.6722,-20684.8953473934,-20693.233673565,1.741521980808,-20683.1538254126,3.75087,-10.4347,5.1745,15.6092,228.29
dimer_009510,-19863.7875449743,-19871.4636898903,1.79648574344,-19861.9910592309,0.25521,-5.8968,-1.3241,4.5727,-19611.0146518895,-19620.0941847597,1.795293339892,-19609.2193585496,3.04379,-8.7012,4.9718,13.673,226.32
dimer_009512,-20947.327554131,-20954.4013445033,1.782217173736,-20945.5453372294,5.25512,-6.6507,-1.3202,5.3305,-20685.4113424774,-20693.7968801559,1.740262092988,-20683.6710806566,3.17518,-9.9616,5.2414,15.203,228.29
dimer_009518,-18991.3713501436,-18999.6600990491,1.839752957896,-18989.5315971857,5.33062,-6.5007,-0.9133,5.5874,-18747.6835690823,-18757.5895856413,1.805748231886,-18745.8778208504,4.51895,-9.8431,5.4003,15.2434,224.34
dimer_009519,-19866.623127143,-19874.3996434847,1.789008322834,-19864.8341188201,1.10542,-6.7281,0.4532,7.1813,-19613.2949533317,-19622.5118496212,1.75931088933,-19611.5356421702,4.28903,-9.6985,6.6338,16.3323,226.32
dimer_009520,-19865.1436963872,-19872.9252201708,1.770861040174,-19863.3728356191,3.32782,-7.1954,0.4861,7.6815,-19611.8437432467,-19621.0515220846,1.735966501384,-19610.1077767454,2.81401,-9.8063,6.611,16.4173,226.32
dimer_009521,-20948.6664126991,-20955.772222998,1.7871767235,-20946.8792359756,8.90375,-7.1404,-0.4174,6.723,-20686.8546715967,-20695.2699311989,1.74822768611,-20685.1064441827,7.54923,-10.5792,5.3213,15.9005,228.29
dimer_009522,-19864.718300571,-19872.4281070772,1.808893869726,-19862.9094067013,4.56581,-6.6505,-0.8951,5.7554,-19611.6888415359,-19620.8624140113,1.75123182467,-19609.9376097112,4.24175,-9.6714,5.431,15.1024,226.32
dimer_009523,-20947.1662044068,-20954.1563986372,1.823081893686,-20945.3431225131,2.12828,-6.968,-1.0621,5.9059,-20685.6103748205,-20693.9252567382,1.771718471388,-20683.8386563491,1.64198,-10.4267,4.9757,15.4024,228.29
dimer_009525,-20947.6387099592,-20954.693221871,1.7727410758,-20945.8659688834,2.68113,-6.5526,-1.1635,5.3891,-20685.7918120001,-20694.2262265231,1.693383653638,-20684.0984283465,2.43627,-9.7136,4.8263,14.5399,228.29
dimer_009529,-20738.1577893506,-20745.3235441867,1.765007051692,-20736.3927822989,5.2982,-5.9694,-0.0103,5.9591,-20475.7449247483,-20484.1698944664,1.726053932592,-20474.0188708157,4.94213,-8.9249,6.2975,15.2224,228.30
dimer_009531,-20946.656055692,-20953.6905805584,1.783076237634,-20944.8729794544,3.40062,-6.2439,-0.9656,5.2783,-20685.4535128004,-20693.79414024,1.739964400272,-20683.7135484001,2.58163,-9.4469,5.3761,14.823,228.29
dimer_009541,-21011.2449770439,-21019.5860844926,1.833390388348,-21009.4115863834,4.72113,-6.603,0.1009,6.7039,-20746.8595302999,-20756.6722210088,1.832639897936,-20745.026890402,2.37871,-10.3653,11.8135,22.1788,232.32
dimer_009543,-19055.2476394879,-19064.8811012222,1.83758992371,-19053.410049292,2.6653,-6.8095,0.3671,7.1766,-18808.9810226198,-18820.3990993964,1.819811627634,-18807.1612109922,3.51102,-10.8312,12.3566,23.1878,228.38
dimer_009544,-21011.6148950741,-21020.0324545838,1.764131116726,-21009.8507639574,3.53722,-6.9744,0.1179,7.0923,-20748.6579050587,-20758.6001696515,1.751806257324,-20746.9060985293,3.75611,-10.006,12.3193,22.3253,232.32
dimer_009545,-21011.149257679,-21019.4878584136,1.826907544412,-21009.3223501346,5.49135,-6.6971,0.4377,7.1348,-20747.2649782551,-20757.0660880642,1.817437705098,-20745.4475402779,6.02835,-10.1165,10.1426,20.2591,232.32
dimer_009547,-22967.3307962766,-22974.451445496,1.747151747354,-22965.5836445292,3.65641,-6.9736,-0.221,6.7526,-22685.2087679886,-22693.5672262423,1.693952916126,-22683.5148150724,5.75703,-10.1995,10.4473,20.6468,236.26
dimer_009548,-17099.2178166904,-17110.0739220016,1.900396011822,-17097.3174204065,0.20606,-7.6079,0.7398,8.3477,-16871.3312931526,-16884.3500960447,1.818579767556,-16869.512713385,0.17255,-10.9765,13.1639,24.1404,224.43
dimer_009549,-19055.2570753129,-19064.8308771412,1.87893764601,-19053.3781376669,1.54928,-6.8443,0.5764,7.4207,-18809.2416544975,-18820.6575679678,1.817138379698,-18807.4245161178,3.24106,-10.2216,12.8061,23.0277,228.38
dimer_009550,-19055.0554252332,-19064.6130504284,1.884594079728,-19053.1708311535,3.72562,-6.5078,0.5785,7.0863,-18809.3396098231,-18820.7420160987,1.818163433136,-18807.52144639,4.4736,-10.1325,10.7774,20.9099,228.38
dimer_009551,-19055.2711006127,-19064.817347361,1.89099229621,-19053.3801083165,4.08409,-6.4095,0.615,7.0245,-18809.5388859803,-18820.903927194,1.842499132384,-18807.6963868479,4.14728,-9.9119,10.6723,20.5842,228.38
dimer_009552,-21011.1576377017,-21019.4211586462,1.869308620006,-21009.2883290817,4.54124,-6.6261,0.4356,7.0617,-20747.261333016,-20757.0915503155,1.745022727418,-20745.5163102885,4.66529,-10.1982,10.6046,20.8028,232.32
dimer_009553,-19055.4873501527,-19065.0620292766,1.869433792446,-19053.6179163603,3.15627,-6.8724,0.4209,7.2933,-18809.3873807964,-18820.8149064595,1.79860006922,-18807.588780455,3.59881,-10.1515,12.7224,22.8739,228.38
dimer_009554,-21011.8410280667,-21020.2889802612,1.73604106062,-21010.1049870061,3.77372,-6.657,0.3207,6.9777,-20747.5367175541,-20757.4531451948,1.738855807836,-20745.7978620184,3.31506,-10.1534,12.4815,22.6349,232.32
dimer_009555,-21011.1691677162,-21019.428264087,1.869308620006,-21009.2998590961,5.32735,-6.5769,0.2803,6.8572,-20747.2360870954,-20756.997395334,1.839921124348,-20745.3961656989,5.78649,-10.1675,10.4388,20.6063,232.32
dimer_009556,-19054.6889249548,-19064.2691992867,1.849330554354,-19052.8395944005,1.51627,-6.696,0.7835,7.4795,-18809.3353436198,-18820.7277458963,1.80403282523,-18807.5313107946,2.08281,-10.0093,12.5302,22.5395,228.38
dimer_009557,-21010.9987617659,-21019.3873533798,1.771990313274,-21009.2267714527,3.33027,-6.8155,0.8386,7.6541,-20747.329905744,-20757.1831482417,1.759738652538,-20745.5701670914,1.71013,-9.8471,11.5259,21.373,232.32
dimer_009558,-21010.4412616777,-21018.7060435985,1.847670658954,-21008.5935910187,4.18539,-6.5607,0.6477,7.2084,-20747.2037384552,-20756.9607919193,1.815156573436,-20745.3885818817,4.84231,-10.0708,10.6035,20.6743,232.32
dimer_009559,-22967.6475358841,-22974.7304954098,1.797868626788,-22965.8496672573,3.68675,-6.9285,0.201,7.1295,-22685.2238722204,-22693.582657283,1.710618538056,-22683.5132536823,2.69604,-10.2098,11.7687,21.9785,236.26
dimer_009614,-18923.0199740932,-18930.0060066121,1.82280324895,-18921.1971708443,4.06756,-6.5971,0.2593,6.8564,-18681.149477809,-18689.4756821182,1.749761864842,-18679.3997159441,4.49526,-9.8385,7.6253,17.4638,220.31
dimer_009616,-18922.2437242815,-18929.1949689303,1.840520047262,-18920.4032045064,3.82473,-6.4541,0.5398,6.9939,-18681.0703685548,-18689.3258588709,1.796606562056,-18679.2737622648,3.97493,-9.6761,7.8305,17.5066,220.31
dimer_009641,-18922.8225390594,-18929.7907886562,1.844658629088,-18920.9778801582,2.33173,-6.694,0.083,6.777,-18681.1333090672,-18689.5166096965,1.724332811542,-18679.4089762557,3.21027,-9.4056,7.4751,16.8807,220.31
dimer_009670,-21010.7129876431,-21018.9467172748,1.927062639594,-21008.7859250035,4.42271,-7.1109,0.377,7.4879,-20745.4112813595,-20755.0981171665,1.892194223748,-20743.5190871358,3.62178,-10.6942,10.4321,21.1263,232.32
dimer_011148,-19670.6077446946,-19674.6506901505,1.638355672102,-19668.9693892946,3.81328,-5.899,-1.2205,4.6785,-19425.3402539706,-19430.2216672879,1.53682776179,-19423.8034259367,1.76054,-8.623,4.322,12.945,214.22
dimer_009672,-22966.9481014056,-22973.9239821675,1.874774029696,-22965.0733273759,2.42262,-7.4214,0.4323,7.8537,-22683.7943784653,-22691.8980327069,1.876215689668,-22681.9181627756,1.04801,-10.9892,8.9286,19.9178,236.26
dimer_009673,-19055.0563313729,-19064.5932715502,1.932157974244,-19053.1241733986,2.31216,-6.7706,0.4819,7.2525,-18807.9307191795,-18819.2533998627,1.874633346758,-18806.0560858328,2.68622,-10.1773,10.4972,20.6745,228.38
dimer_009675,-19928.9361697214,-19937.9748177353,1.82703462165,-19927.1091353719,4.0104,-6.6462,0.4927,7.1389,-19672.1892010572,-19682.8502430801,1.789768881464,-19670.3994321758,4.77056,-9.6237,9.9971,19.6208,230.35
dimer_009676,-21011.1073006935,-21019.345627419,1.89779242507,-21009.2095082684,4.43727,-7.1057,0.5738,7.6795,-20746.2590421862,-20756.0006746778,1.837303387668,-20744.4217387985,2.79302,-10.4736,9.5568,20.0304,232.32
dimer_009677,-21011.0143288636,-21019.2909352262,1.881524361694,-21009.1328045019,2.15603,-6.8468,0.3455,7.1923,-20745.6707243711,-20755.4521510862,1.778536287658,-20743.8921878113,2.91954,-10.0631,10.1896,20.2527,232.32
dimer_009678,-21010.4003183168,-21018.6025776922,1.906097616464,-21008.4942207003,1.38952,-6.55,0.6974,7.2474,-20745.8330629576,-20755.4867838513,1.87617704948,-20743.9568859081,1.77445,-9.7625,10.6106,20.3731,232.32
dimer_009679,-17099.1481612208,-17109.956596513,1.93982315351,-17097.2083380673,0.18775,-7.0489,0.7447,7.7936,-16870.3007430118,-16883.1864024285,1.885035992864,-16868.4157070189,0.18434,-10.3144,11.0757,21.3901,224.43
dimer_009680,-19054.9962891466,-19064.4865059896,1.955199499308,-19053.0410896473,3.00862,-7.0231,0.4723,7.4954,-18808.0332443877,-18819.3575226521,1.86754287226,-18806.1657015154,3.32938,-10.1659,10.5495,20.7154,228.38
dimer_009681,-19054.4663903978,-19063.9421457422,1.938993750038,-19052.5273966477,2.52434,-6.679,0.7766,7.4556,-18808.0535612352,-18819.2721011695,1.908085409234,-18806.145475826,2.29051,-9.9689,10.816,20.7849,228.38
dimer_009682,-19055.3567591067,-19064.91108111,1.884572854836,-19053.4721862518,3.11769,-6.6338,0.3575,6.9913,-18808.1297580533,-18819.3701443879,1.914059944218,-18806.2156981091,3.0538,-10.1117,10.7509,20.8626,228.38
dimer_009683,-21011.3705881316,-21019.7329825144,1.808431820154,-21009.5621563115,2.27707,-6.9102,0.0898,7,-20746.0568818927,-20755.9330227835,1.744241760238,-20744.3126401325,4.35192,-9.862,10.3641,20.2261,232.32
dimer_009687,-17972.2439526032,-17982.3621258355,1.95781261005,-17970.286139721,1.96485,-5.945,0.7449,6.6899,-17734.1702670427,-17746.2260769925,1.887079841118,-17732.2831872015,2.07263,-8.9658,10.686,19.6518,226.41
dimer_009688,-19928.3061501637,-19937.2450234978,1.86872656816,-19926.4374235956,2.86893,-6.0939,0.4609,6.5548,-19672.0261881723,-19682.5649446126,1.834122647122,-19670.1920657973,2.93132,-9.1688,9.8326,19.0014,230.35
dimer_009689,-21010.3885681622,-21018.6445670594,1.880200799198,-21008.508367363,1.8028,-6.5953,0.5631,7.1584,-20745.813607895,-20755.5279438149,1.84305941511,-20743.9705484799,2.65479,-9.9002,10.2945,20.1947,232.32
dimer_009690,-21010.2024127979,-21018.4364768576,1.89193925293,-21008.3104735449,3.49796,-6.4631,0.5518,7.0149,-20745.6737576259,-20755.3581555635,1.859511155436,-20743.8142464704,4.06682,-9.7572,10.6522,20.4094,232.32
dimer_009691,-21009.6892708291,-21017.8671648449,1.910509128632,-21007.7787617005,1.49827,-6.4668,0.8155,7.2823,-20745.7944448108,-20755.4243750496,1.871594921834,-20743.9228496168,1.91527,-9.7402,10.5989,20.3391,232.32
dimer_009692,-22966.3951526961,-22973.4010514418,1.832922352268,-22964.5622303438,4.44582,-6.3034,0.5679,6.8713,-22683.6862781856,-22691.8677110439,1.790839922168,-22681.8954382634,4.98129,-9.3063,10.172,19.4783,236.26
dimer_009693,-22967.1229411813,-22974.1913249206,1.819230664244,-22965.3037105171,3.26302,-6.9864,-0.149,6.8374,-22683.9048621916,-22692.2749769927,1.684813967436,-22682.2200482241,2.92216,-10.4476,9.6251,20.0727,236.26
dimer_009694,-16902.9591153456,-16910.1402511534,1.696438405402,-16901.2626769402,0.29251,-6.6835,0.1948,6.8783,-16682.6165540828,-16691.2500882975,1.617914468422,-16680.9986396144,0.82274,-9.7107,6.6782,16.3889,212.34
dimer_009702,-18926.8107713696,-18933.9842507058,1.701943543736,-18925.1088278259,5.67385,-6.5458,-0.9674,5.5784,-18685.3302315906,-18693.8728375515,1.657912777396,-18683.6723188132,5.0564,-9.7226,5.4763,15.1989,220.31
